OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
12114,WW445,0.5,Dissolved Oxygen - 00300,8.1,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/06/10 00:00:00+00
12115,WW445,0.5,"Salinity, (ppt) - 00480",27,ppt,Little Narragansett Bay - North of Sandy Pt,2019/06/10 00:00:00+00
12116,WW445,,Secchi Depth - 00069,1.25,m,Little Narragansett Bay - North of Sandy Pt,2019/06/10 00:00:00+00
12117,WW445,0.1,Temperature - 00011,18,C,Little Narragansett Bay - North of Sandy Pt,2019/06/10 00:00:00+00
12118,WW445,0.5,Temperature - 00011,18.5,C,Little Narragansett Bay - North of Sandy Pt,2019/06/10 00:00:00+00
12119,WW445,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.5,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12120,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.15,m,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12121,WW445,0.5,Dissolved Oxygen - 00300,8,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12122,WW445,0.5,Enterococci - 31639,10,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12123,WW445,0.5,Fecal Coliform - 74055,10,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12124,WW445,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12125,WW445,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12126,WW445,0.5,"Nitrogen, Total (unfiltered) - 00600",0.43,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12127,WW445,0.5,pH - 00400,8.03,S.U.,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12128,WW445,0.5,"Phosphorus, Dissolved - 00666",9,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12129,WW445,0.5,"Phosphorus, Total - 00665",20,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12130,WW445,0.5,"Salinity, (ppt) - 00480",31,ppt,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12131,WW445,,Secchi Depth - 00069,1.15,m,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12132,WW445,0.1,Temperature - 00011,21,C,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12133,WW445,0.5,Temperature - 00011,21,C,Little Narragansett Bay - North of Sandy Pt,2019/06/24 00:00:00+00
12134,WW445,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.6,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12135,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1,m,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12136,WW445,0.5,Dissolved Oxygen - 00300,7.9,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12137,WW445,0.5,"Salinity, (ppt) - 00480",27,ppt,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12138,WW445,,Secchi Depth - 00069,1,m,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12139,WW445,0.1,Temperature - 00011,23,C,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12140,WW445,0.5,Temperature - 00011,24,C,Little Narragansett Bay - North of Sandy Pt,2019/07/10 00:00:00+00
12141,WW445,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.5,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12142,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.3,m,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12143,WW445,0.5,Dissolved Oxygen - 00300,1.3,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12144,WW445,0.5,Enterococci - 31639,945,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12145,WW445,0.5,Fecal Coliform - 74055,885,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12146,WW445,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.04,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12147,WW445,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12148,WW445,0.5,"Nitrogen, Total (unfiltered) - 00600",0.535,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12149,WW445,0.5,pH - 00400,7.74,S.U.,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12150,WW445,0.5,"Phosphorus, Dissolved - 00666",4,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12151,WW445,0.5,"Phosphorus, Total - 00665",30,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12152,WW445,0.5,"Salinity, (ppt) - 00480",18,ppt,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12153,WW445,,Secchi Depth - 00069,1.3,m,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12154,WW445,0.1,Temperature - 00011,22,C,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12155,WW445,0.5,Temperature - 00011,22,C,Little Narragansett Bay - North of Sandy Pt,2019/07/24 00:00:00+00
12156,WW445,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.9,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12157,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.5,m,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12158,WW445,1,Dissolved Oxygen - 00300,5.8,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12159,WW445,1,"Salinity, (ppt) - 00480",30,ppt,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12160,WW445,,Secchi Depth - 00069,1.5,m,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12161,WW445,0.1,Temperature - 00011,23,C,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12162,WW445,1,Temperature - 00011,23,C,Little Narragansett Bay - North of Sandy Pt,2019/08/07 00:00:00+00
12163,WW445,0.5,Enterococci - 31639,,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12164,WW445,0.5,Fecal Coliform - 74055,,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12165,WW445,0.5,"Nitrate + Nitrite, Dissolved - 00631",,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12166,WW445,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12167,WW445,0.5,"Nitrogen, Total (unfiltered) - 00600",,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12168,WW445,0.5,pH - 00400,,S.U.,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12169,WW445,0.5,"Phosphorus, Dissolved - 00666",,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12170,WW445,0.5,"Phosphorus, Total - 00665",,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12171,WW445,0.5,"Salinity, (ppt) - 00480",,ppt,Little Narragansett Bay - North of Sandy Pt,2019/08/21 00:00:00+00
12172,WW445,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.5,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12173,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.25,m,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12174,WW445,0.5,Dissolved Oxygen - 00300,6.2,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12175,WW445,0.5,"Salinity, (ppt) - 00480",29,ppt,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12176,WW445,,Secchi Depth - 00069,1.25,m,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12177,WW445,0.1,Temperature - 00011,23,C,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12178,WW445,0.5,Temperature - 00011,23,C,Little Narragansett Bay - North of Sandy Pt,2019/09/04 00:00:00+00
12179,WW445,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.3,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12180,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.55,m,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12181,WW445,1,Dissolved Oxygen - 00300,7.2,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12182,WW445,0.5,Enterococci - 31639,1,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12183,WW445,0.5,Enterococci - 31639,1,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12184,WW445,0.5,Fecal Coliform - 74055,1,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12185,WW445,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12186,WW445,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12187,WW445,1,"Nitrogen, Total (unfiltered) - 00600",0.35,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12188,WW445,1,pH - 00400,8.14,S.U.,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12189,WW445,1,"Phosphorus, Dissolved - 00666",7,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12190,WW445,1,"Phosphorus, Total - 00665",28,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12191,WW445,1,"Salinity, (ppt) - 00480",30,ppt,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12192,WW445,,Secchi Depth - 00069,1.55,m,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12193,WW445,0.1,Temperature - 00011,18,C,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12194,WW445,1,Temperature - 00011,18,C,Little Narragansett Bay - North of Sandy Pt,2019/09/18 00:00:00+00
12195,WW445,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.6,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12196,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",1.6,m,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12197,WW445,1,Dissolved Oxygen - 00300,6.2,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12198,WW445,1,"Salinity, (ppt) - 00480",29,ppt,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12199,WW445,,Secchi Depth - 00069,1.6,m,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12200,WW445,0.1,Temperature - 00011,20,C,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12201,WW445,1,Temperature - 00011,20,C,Little Narragansett Bay - North of Sandy Pt,2019/10/02 00:00:00+00
12202,WW445,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12203,WW445,1,Dissolved Oxygen - 00300,9.2,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12204,WW445,0.5,Enterococci - 31639,1,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12205,WW445,0.5,Fecal Coliform - 74055,1,MPN/100,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12206,WW445,1,"Nitrate + Nitrite, Dissolved - 00631",0.035,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12207,WW445,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12208,WW445,1,"Nitrogen, Total (unfiltered) - 00600",0.445,mg/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12209,WW445,1,pH - 00400,8.36,S.U.,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12210,WW445,1,"Phosphorus, Dissolved - 00666",19,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12211,WW445,1,"Phosphorus, Total - 00665",28,ug/l,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12212,WW445,1,"Salinity, (ppt) - 00480",31,ppt,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12213,WW445,,Secchi Depth - 00069,2.2,m,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12214,WW445,0.1,Temperature - 00011,14,C,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12215,WW445,1,Temperature - 00011,14,C,Little Narragansett Bay - North of Sandy Pt,2019/10/16 00:00:00+00
12216,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.8,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12217,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",2.75,m,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12218,WW446,0.5,Enterococci - 31639,10,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12219,WW446,0.5,Fecal Coliform - 74055,10,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12220,WW446,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12221,WW446,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12222,WW446,1,"Nitrogen, Total (unfiltered) - 00600",0.3,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12223,WW446,1,pH - 00400,7.89,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12224,WW446,1,pH - 00400,7.9,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12225,WW446,1,"Phosphorus, Dissolved - 00666",8,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12226,WW446,1,"Phosphorus, Total - 00665",22,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12227,WW446,,Secchi Depth - 00069,2.75,m,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12228,WW446,0.1,Temperature - 00011,16.5,C,Little Narragansett Bay - South of Barn Island Ramp,2019/05/29 00:00:00+00
12229,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12230,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",2.6,m,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12231,WW446,1,Dissolved Oxygen - 00300,8.2,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12232,WW446,2,Dissolved Oxygen - 00300,8.2,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12233,WW446,1,"Salinity, (ppt) - 00480",29,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12234,WW446,2,"Salinity, (ppt) - 00480",30,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12235,WW446,,Secchi Depth - 00069,2.6,m,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12236,WW446,0.1,Temperature - 00011,18.5,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12237,WW446,1,Temperature - 00011,19,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12238,WW446,2,Temperature - 00011,17,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/10 00:00:00+00
12239,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.6,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12240,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",2.75,m,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12241,WW446,1,Dissolved Oxygen - 00300,8,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12242,WW446,2,Dissolved Oxygen - 00300,7.9,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12243,WW446,0.5,Enterococci - 31639,1,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12244,WW446,0.5,Fecal Coliform - 74055,20,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12245,WW446,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12246,WW446,2,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12247,WW446,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12248,WW446,2,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12249,WW446,1,"Nitrogen, Total (unfiltered) - 00600",0.485,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12250,WW446,2,"Nitrogen, Total (unfiltered) - 00600",0.365,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12251,WW446,1,pH - 00400,8.08,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12252,WW446,2,pH - 00400,8,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12253,WW446,2,pH - 00400,8,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12254,WW446,1,"Phosphorus, Dissolved - 00666",9,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12255,WW446,2,"Phosphorus, Dissolved - 00666",14,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12256,WW446,1,"Phosphorus, Total - 00665",23,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12257,WW446,2,"Phosphorus, Total - 00665",27,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12258,WW446,1,"Salinity, (ppt) - 00480",28,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12259,WW446,2,"Salinity, (ppt) - 00480",31,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12260,WW446,,Secchi Depth - 00069,2.55,m,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12261,WW446,0.1,Temperature - 00011,21,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12262,WW446,1,Temperature - 00011,21,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12263,WW446,2,Temperature - 00011,19.5,C,Little Narragansett Bay - South of Barn Island Ramp,2019/06/24 00:00:00+00
12264,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12265,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",2.45,m,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12266,WW446,1,Dissolved Oxygen - 00300,7.3,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12267,WW446,2,Dissolved Oxygen - 00300,8.6,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12268,WW446,1,"Salinity, (ppt) - 00480",28,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12269,WW446,2,"Salinity, (ppt) - 00480",29,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12270,WW446,,Secchi Depth - 00069,2.45,m,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12271,WW446,0.1,Temperature - 00011,24,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12272,WW446,1,Temperature - 00011,23,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12273,WW446,2,Temperature - 00011,21,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/10 00:00:00+00
12274,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.5,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12275,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.6,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12276,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",3,m,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12277,WW446,1,Dissolved Oxygen - 00300,5.4,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12278,WW446,2.5,Dissolved Oxygen - 00300,4.9,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12279,WW446,0.5,Enterococci - 31639,478,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12280,WW446,0.5,Fecal Coliform - 74055,360,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12281,WW446,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12282,WW446,2.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12283,WW446,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12284,WW446,2.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12285,WW446,1,"Nitrogen, Total (unfiltered) - 00600",0.54,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12286,WW446,2.5,"Nitrogen, Total (unfiltered) - 00600",0.515,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12287,WW446,1,pH - 00400,7.93,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12288,WW446,2.5,pH - 00400,7.89,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12289,WW446,1,"Phosphorus, Dissolved - 00666",5,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12290,WW446,2.5,"Phosphorus, Dissolved - 00666",5,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12291,WW446,1,"Phosphorus, Total - 00665",27,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12292,WW446,2.5,"Phosphorus, Total - 00665",34,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12293,WW446,1,"Salinity, (ppt) - 00480",27,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12294,WW446,2.5,"Salinity, (ppt) - 00480",28,ppt,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12295,WW446,,Secchi Depth - 00069,1.9,m,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12296,WW446,0.1,Temperature - 00011,22,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12297,WW446,1,Temperature - 00011,21,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12298,WW446,2.5,Temperature - 00011,21,C,Little Narragansett Bay - South of Barn Island Ramp,2019/07/24 00:00:00+00
12299,WW446,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.3,ug/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12300,WW446,,"Depth to bottom from water surface at sampling location, meters - 82903",2.7,m,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12301,WW446,1,Dissolved Oxygen - 00300,5.2,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12302,WW446,2,Dissolved Oxygen - 00300,6,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12303,WW446,,Secchi Depth - 00069,2.7,m,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12304,WW446,0.1,Temperature - 00011,24,C,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12305,WW446,1,Temperature - 00011,23,C,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12306,WW446,2,Temperature - 00011,23,C,Little Narragansett Bay - South of Barn Island Ramp,2019/08/07 00:00:00+00
12307,WW446,0.5,Enterococci - 31639,,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
12308,WW446,0.5,Fecal Coliform - 74055,,MPN/100,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
12309,WW446,1,"Nitrate + Nitrite, Dissolved - 00631",,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
12310,WW446,1,"Nitrogen, Ammonia Dissolved as N - 00608",,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
12311,WW446,1,"Nitrogen, Total (unfiltered) - 00600",,mg/l,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
12312,WW446,1,pH - 00400,,S.U.,Little Narragansett Bay - South of Barn Island Ramp,2019/08/21 00:00:00+00
