OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
8472,WW639,0.5,Enterococci - 31639,1,MPN/100ml,,2018/06/14 00:00:00+00
8473,WW639,0.5,Fecal Coliform - 74055,659,,,2018/06/14 00:00:00+00
8474,WW639,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/14 00:00:00+00
8475,WW639,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.14,ug/l,,2018/06/14 00:00:00+00
8476,WW639,1,"Nitrogen, Total (unfiltered) - 00600",0.425,ug/l,,2018/06/14 00:00:00+00
8477,WW639,1,pH - 00400,7.96,S.U.,,2018/06/14 00:00:00+00
8478,WW639,1,"Phosphorus, Dissolved - 00666",20,ug/l,,2018/06/14 00:00:00+00
8479,WW639,1,"Phosphorus, Total - 00665",38,ug/l,,2018/06/14 00:00:00+00
8480,WW639,1,Dissolved Oxygen - 00300,6,mg/l,,2018/07/11 00:00:00+00
8481,WW639,0.5,Enterococci - 31639,10,MPN/100ml,,2018/07/11 00:00:00+00
8482,WW639,0.5,Fecal Coliform - 74055,31,,,2018/07/11 00:00:00+00
8483,WW639,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/11 00:00:00+00
8484,WW639,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.105,ug/l,,2018/07/11 00:00:00+00
8485,WW639,1,"Nitrogen, Total (unfiltered) - 00600",0.45,ug/l,,2018/07/11 00:00:00+00
8486,WW639,1,pH - 00400,7.87,S.U.,,2018/07/11 00:00:00+00
8487,WW639,1,"Phosphorus, Dissolved - 00666",29,ug/l,,2018/07/11 00:00:00+00
8488,WW639,1,"Phosphorus, Total - 00665",35,ug/l,,2018/07/11 00:00:00+00
8489,WW639,1,"Salinity, (ppt) - 00480",30.9,ppt,,2018/07/11 00:00:00+00
8490,WW639,1,Temperature - 00011,23.8,C,,2018/07/11 00:00:00+00
8491,WW639,0.5,Enterococci - 31639,1,MPN/100ml,,2018/08/09 00:00:00+00
8492,WW639,0.5,Fecal Coliform - 74055,1,,,2018/08/09 00:00:00+00
8493,WW639,1,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,2018/08/09 00:00:00+00
8494,WW639,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.1,ug/l,,2018/08/09 00:00:00+00
8495,WW639,1,"Nitrogen, Total (unfiltered) - 00600",0.53,ug/l,,2018/08/09 00:00:00+00
8496,WW639,1,pH - 00400,7.88,S.U.,,2018/08/09 00:00:00+00
8497,WW639,1,pH - 00400,7.88,S.U.,,2018/08/09 00:00:00+00
8498,WW639,1,"Phosphorus, Dissolved - 00666",77.5,ug/l,,2018/08/09 00:00:00+00
8499,WW639,1,"Phosphorus, Total - 00665",81,ug/l,,2018/08/09 00:00:00+00
8500,WW640,0.2,Enterococci - 31639,41,MPN/100ml,,2018/05/17 00:00:00+00
8501,WW640,0.2,Fecal Coliform - 74055,41,,,2018/05/17 00:00:00+00
8502,WW640,0.2,Enterococci - 31639,512,MPN/100ml,,2018/06/14 00:00:00+00
8503,WW640,0.2,Fecal Coliform - 74055,359,,,2018/06/14 00:00:00+00
8504,WW640,0.2,Enterococci - 31639,426.8,MPN/100ml,,2018/08/09 00:00:00+00
8505,WW640,0.2,Fecal Coliform - 74055,170.4,,,2018/08/09 00:00:00+00
8506,WW132,0.2,Enterococci - 31639,2,MPN/100ml,,2018/07/14 00:00:00+00
8507,WW132,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,2018/07/14 00:00:00+00
8508,WW132,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,ug/l,,2018/07/14 00:00:00+00
8509,WW132,1,"Nitrogen, Total (unfiltered) - 00600",0.475,ug/l,,2018/07/14 00:00:00+00
8510,WW132,1,pH - 00400,6.62,S.U.,,2018/07/14 00:00:00+00
8511,WW132,1,pH - 00400,6.51,S.U.,,2018/07/14 00:00:00+00
8512,WW132,1,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/07/14 00:00:00+00
8513,WW132,1,"Phosphorus, Total - 00665",33,ug/l,,2018/07/14 00:00:00+00
8514,WW132,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/09/15 00:00:00+00
8515,WW132,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/09/15 00:00:00+00
8516,WW132,1,"Nitrate + Nitrite, Dissolved - 00631",0.065,mg/l,,2018/09/15 00:00:00+00
8517,WW132,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.12,ug/l,,2018/09/15 00:00:00+00
8518,WW132,1,"Nitrogen, Total (unfiltered) - 00600",0.68,ug/l,,2018/09/15 00:00:00+00
8519,WW132,1,pH - 00400,7.39,S.U.,,2018/09/15 00:00:00+00
8520,WW132,1,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/15 00:00:00+00
8521,WW132,1,"Phosphorus, Total - 00665",31,ug/l,,2018/09/15 00:00:00+00
8522,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7,,,2018/05/04 00:00:00+00
8523,WW145,1,Dissolved Oxygen - 00300,8.6,mg/l,,2018/05/04 00:00:00+00
8524,WW145,7,Dissolved Oxygen - 00300,7.1,mg/l,,2018/05/04 00:00:00+00
8525,WW145,,Secchi Depth - 00069,4.55,,,2018/05/04 00:00:00+00
8526,WW145,0.1,Temperature - 00011,18,C,,2018/05/04 00:00:00+00
8527,WW145,1,Temperature - 00011,18,C,,2018/05/04 00:00:00+00
8528,WW145,7,Temperature - 00011,17,C,,2018/05/04 00:00:00+00
8529,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.3,ug/l,,2018/05/28 00:00:00+00
8530,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7,,,2018/05/28 00:00:00+00
8531,WW145,1,Dissolved Oxygen - 00300,8.6,mg/l,,2018/05/28 00:00:00+00
8532,WW145,7,Dissolved Oxygen - 00300,7.2,mg/l,,2018/05/28 00:00:00+00
8533,WW145,,Secchi Depth - 00069,4.55,,,2018/05/28 00:00:00+00
8534,WW145,0.1,Temperature - 00011,18,C,,2018/05/28 00:00:00+00
8535,WW145,1,Temperature - 00011,18,C,,2018/05/28 00:00:00+00
8536,WW145,7,Temperature - 00011,17,C,,2018/05/28 00:00:00+00
8537,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.8,ug/l,,2018/06/03 00:00:00+00
8538,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7,,,2018/06/03 00:00:00+00
8539,WW145,1,Dissolved Oxygen - 00300,8.4,mg/l,,2018/06/03 00:00:00+00
8540,WW145,6.5,Dissolved Oxygen - 00300,5.2,mg/l,,2018/06/03 00:00:00+00
8541,WW145,,Secchi Depth - 00069,3.85,,,2018/06/03 00:00:00+00
8542,WW145,0.1,Temperature - 00011,21,C,,2018/06/03 00:00:00+00
8543,WW145,1,Temperature - 00011,21,C,,2018/06/03 00:00:00+00
8544,WW145,6.5,Temperature - 00011,18,C,,2018/06/03 00:00:00+00
8545,WW145,1,Alkalinity - 00410,9.27,mg/l,,2018/06/09 00:00:00+00
8546,WW145,1,Chloride - 00940,29,mg/l,,2018/06/09 00:00:00+00
8547,WW145,6.8,Chloride - 00940,29,mg/l,,2018/06/09 00:00:00+00
8548,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.4,ug/l,,2018/06/09 00:00:00+00
8549,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7,,,2018/06/09 00:00:00+00
8550,WW145,1,Dissolved Oxygen - 00300,8.6,mg/l,,2018/06/09 00:00:00+00
8551,WW145,6.8,Dissolved Oxygen - 00300,5.2,mg/l,,2018/06/09 00:00:00+00
8552,WW145,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/06/09 00:00:00+00
8553,WW145,1,"Nitrate + Nitrite, Dissolved - 00631",0.035,mg/l,,2018/06/09 00:00:00+00
8554,WW145,6.8,"Nitrate + Nitrite, Dissolved - 00631",0.06,mg/l,,2018/06/09 00:00:00+00
8555,WW145,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,ug/l,,2018/06/09 00:00:00+00
8556,WW145,6.8,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,ug/l,,2018/06/09 00:00:00+00
8557,WW145,1,"Nitrogen, Total (unfiltered) - 00600",0.535,ug/l,,2018/06/09 00:00:00+00
8558,WW145,7,"Nitrogen, Total (unfiltered) - 00600",0.535,ug/l,,2018/06/09 00:00:00+00
8559,WW145,1,pH - 00400,6.82,S.U.,,2018/06/09 00:00:00+00
8560,WW145,6.8,pH - 00400,6.45,S.U.,,2018/06/09 00:00:00+00
8561,WW145,1,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/06/09 00:00:00+00
8562,WW145,6.8,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/06/09 00:00:00+00
8563,WW145,1,"Phosphorus, Total - 00665",17,ug/l,,2018/06/09 00:00:00+00
8564,WW145,6.8,"Phosphorus, Total - 00665",17,ug/l,,2018/06/09 00:00:00+00
8565,WW145,,Secchi Depth - 00069,3.25,,,2018/06/09 00:00:00+00
8566,WW145,0.1,Temperature - 00011,20,C,,2018/06/09 00:00:00+00
8567,WW145,1,Temperature - 00011,20,C,,2018/06/09 00:00:00+00
8568,WW145,6.8,Temperature - 00011,18,C,,2018/06/09 00:00:00+00
8569,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.2,ug/l,,2018/06/24 00:00:00+00
8570,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,,,2018/06/24 00:00:00+00
8571,WW145,1,Dissolved Oxygen - 00300,7.4,mg/l,,2018/06/24 00:00:00+00
8572,WW145,7,Dissolved Oxygen - 00300,5,mg/l,,2018/06/24 00:00:00+00
8573,WW145,,Secchi Depth - 00069,2.32,,,2018/06/24 00:00:00+00
8574,WW145,0.1,Temperature - 00011,21,C,,2018/06/24 00:00:00+00
8575,WW145,1,Temperature - 00011,21,C,,2018/06/24 00:00:00+00
8576,WW145,7,Temperature - 00011,20,C,,2018/06/24 00:00:00+00
8577,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.3,ug/l,,2018/07/07 00:00:00+00
8578,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,,,2018/07/07 00:00:00+00
8579,WW145,1,Dissolved Oxygen - 00300,7,mg/l,,2018/07/07 00:00:00+00
8580,WW145,6.5,Dissolved Oxygen - 00300,2,mg/l,,2018/07/07 00:00:00+00
8581,WW145,,Secchi Depth - 00069,2.55,,,2018/07/07 00:00:00+00
8582,WW145,0.1,Temperature - 00011,25,C,,2018/07/07 00:00:00+00
8583,WW145,1,Temperature - 00011,25,C,,2018/07/07 00:00:00+00
8584,WW145,6.5,Temperature - 00011,22,C,,2018/07/07 00:00:00+00
8585,WW145,1,Alkalinity - 00410,9.59,mg/l,,2018/07/14 00:00:00+00
8586,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.3,ug/l,,2018/07/14 00:00:00+00
8587,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,,,2018/07/14 00:00:00+00
8588,WW145,6.5,Dissolved Oxygen - 00300,0.9,mg/l,,2018/07/14 00:00:00+00
8589,WW145,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/07/14 00:00:00+00
8590,WW145,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,2018/07/14 00:00:00+00
8591,WW145,7,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,2018/07/14 00:00:00+00
8592,WW145,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.09,ug/l,,2018/07/14 00:00:00+00
8593,WW145,6.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.25,ug/l,,2018/07/14 00:00:00+00
8594,WW145,1,"Nitrogen, Total (unfiltered) - 00600",0.405,ug/l,,2018/07/14 00:00:00+00
8595,WW145,6.5,"Nitrogen, Total (unfiltered) - 00600",0.78,ug/l,,2018/07/14 00:00:00+00
8596,WW145,1,pH - 00400,6.93,S.U.,,2018/07/14 00:00:00+00
8597,WW145,7,pH - 00400,6.52,S.U.,,2018/07/14 00:00:00+00
8598,WW145,1,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/07/14 00:00:00+00
8599,WW145,7,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/07/14 00:00:00+00
8600,WW145,1,"Phosphorus, Total - 00665",21,ug/l,,2018/07/14 00:00:00+00
8601,WW145,7,"Phosphorus, Total - 00665",47,ug/l,,2018/07/14 00:00:00+00
8602,WW145,,Secchi Depth - 00069,2.55,,,2018/07/14 00:00:00+00
8603,WW145,0.1,Temperature - 00011,24,C,,2018/07/14 00:00:00+00
8604,WW145,1,Temperature - 00011,24,C,,2018/07/14 00:00:00+00
8605,WW145,6.5,Temperature - 00011,22,C,,2018/07/14 00:00:00+00
8606,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",10.8,ug/l,,2018/07/27 00:00:00+00
8607,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,,,2018/07/27 00:00:00+00
8608,WW145,1,Dissolved Oxygen - 00300,7.4,mg/l,,2018/07/27 00:00:00+00
8609,WW145,6.3,Dissolved Oxygen - 00300,3.7,mg/l,,2018/07/27 00:00:00+00
8610,WW145,,Secchi Depth - 00069,2.35,,,2018/07/27 00:00:00+00
8611,WW145,0.1,Temperature - 00011,26,C,,2018/07/27 00:00:00+00
8612,WW145,1,Temperature - 00011,26,C,,2018/07/27 00:00:00+00
8613,WW145,6.3,Temperature - 00011,25,C,,2018/07/27 00:00:00+00
8614,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14,ug/l,,2018/08/19 00:00:00+00
8615,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,,,2018/08/19 00:00:00+00
8616,WW145,1,Dissolved Oxygen - 00300,6.4,mg/l,,2018/08/19 00:00:00+00
8617,WW145,6.5,Dissolved Oxygen - 00300,3.4,mg/l,,2018/08/19 00:00:00+00
8618,WW145,,Secchi Depth - 00069,2,,,2018/08/19 00:00:00+00
8619,WW145,0.1,Temperature - 00011,26,C,,2018/08/19 00:00:00+00
8620,WW145,1,Temperature - 00011,26,C,,2018/08/19 00:00:00+00
8621,WW145,6.5,Temperature - 00011,25,C,,2018/08/19 00:00:00+00
8622,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.8,ug/l,,2018/08/26 00:00:00+00
8623,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.4,,,2018/08/26 00:00:00+00
8624,WW145,1,Dissolved Oxygen - 00300,7.6,mg/l,,2018/08/26 00:00:00+00
8625,WW145,6.2,Dissolved Oxygen - 00300,5.8,mg/l,,2018/08/26 00:00:00+00
8626,WW145,,Secchi Depth - 00069,1.9,,,2018/08/26 00:00:00+00
8627,WW145,0.1,Temperature - 00011,24,C,,2018/08/26 00:00:00+00
8628,WW145,1,Temperature - 00011,24,C,,2018/08/26 00:00:00+00
8629,WW145,6.2,Temperature - 00011,24,C,,2018/08/26 00:00:00+00
8630,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.2,ug/l,,2018/09/08 00:00:00+00
8631,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,,,2018/09/08 00:00:00+00
8632,WW145,1,Dissolved Oxygen - 00300,6.4,mg/l,,2018/09/08 00:00:00+00
8633,WW145,6.2,Dissolved Oxygen - 00300,1,mg/l,,2018/09/08 00:00:00+00
8634,WW145,,Secchi Depth - 00069,1.55,,,2018/09/08 00:00:00+00
8635,WW145,0.1,Temperature - 00011,24,C,,2018/09/08 00:00:00+00
8636,WW145,1,Temperature - 00011,24,C,,2018/09/08 00:00:00+00
8637,WW145,6.2,Temperature - 00011,24,C,,2018/09/08 00:00:00+00
8638,WW145,1,Alkalinity - 00410,13.45,mg/l,,2018/09/15 00:00:00+00
8639,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",26.7,ug/l,,2018/09/15 00:00:00+00
8640,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.6,,,2018/09/15 00:00:00+00
8641,WW145,1,Dissolved Oxygen - 00300,7.2,mg/l,,2018/09/15 00:00:00+00
8642,WW145,6.3,Dissolved Oxygen - 00300,6.5,mg/l,,2018/09/15 00:00:00+00
8643,WW145,1,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,2018/09/15 00:00:00+00
8644,WW145,6.5,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,2018/09/15 00:00:00+00
8645,WW145,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.175,ug/l,,2018/09/15 00:00:00+00
8646,WW145,6.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.205,ug/l,,2018/09/15 00:00:00+00
8647,WW145,1,"Nitrogen, Total (unfiltered) - 00600",0.56,ug/l,,2018/09/15 00:00:00+00
8648,WW145,6.5,"Nitrogen, Total (unfiltered) - 00600",0.755,ug/l,,2018/09/15 00:00:00+00
8649,WW145,1,pH - 00400,7.3,S.U.,,2018/09/15 00:00:00+00
8650,WW145,7,pH - 00400,6.94,S.U.,,2018/09/15 00:00:00+00
8651,WW145,1,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/09/15 00:00:00+00
8652,WW145,6.5,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/09/15 00:00:00+00
8653,WW145,1,"Phosphorus, Total - 00665",26,ug/l,,2018/09/15 00:00:00+00
8654,WW145,6.5,"Phosphorus, Total - 00665",32,ug/l,,2018/09/15 00:00:00+00
8655,WW145,,Secchi Depth - 00069,2.25,,,2018/09/15 00:00:00+00
8656,WW145,0.1,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
8657,WW145,1,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
8658,WW145,6.3,Temperature - 00011,21.5,C,,2018/09/15 00:00:00+00
8659,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,,,2018/09/23 00:00:00+00
8660,WW145,,Secchi Depth - 00069,2.05,,,2018/09/23 00:00:00+00
8661,WW145,0.1,Temperature - 00011,20.5,C,,2018/09/23 00:00:00+00
8662,WW145,1,Temperature - 00011,20.5,C,,2018/09/23 00:00:00+00
8663,WW145,6.3,Temperature - 00011,20.5,C,,2018/09/23 00:00:00+00
8664,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",30.1,ug/l,,2018/09/30 00:00:00+00
8665,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",7,,,2018/09/30 00:00:00+00
8666,WW145,1,Dissolved Oxygen - 00300,9.2,mg/l,,2018/09/30 00:00:00+00
8667,WW145,6.8,Dissolved Oxygen - 00300,8.2,mg/l,,2018/09/30 00:00:00+00
8668,WW145,,Secchi Depth - 00069,1.65,,,2018/09/30 00:00:00+00
8669,WW145,0.1,Temperature - 00011,19,C,,2018/09/30 00:00:00+00
8670,WW145,1,Temperature - 00011,19.5,C,,2018/09/30 00:00:00+00
8671,WW145,6.8,Temperature - 00011,19,C,,2018/09/30 00:00:00+00
8672,WW145,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.3,ug/l,,2018/10/14 00:00:00+00
8673,WW145,,"Depth to bottom from water surface at sampling location, meters - 82903",6.9,,,2018/10/14 00:00:00+00
8674,WW145,1,Dissolved Oxygen - 00300,7.2,mg/l,,2018/10/14 00:00:00+00
8675,WW145,6.7,Dissolved Oxygen - 00300,7,mg/l,,2018/10/14 00:00:00+00
8676,WW145,,Secchi Depth - 00069,4.3,,,2018/10/14 00:00:00+00
8677,WW145,0.1,Temperature - 00011,17,C,,2018/10/14 00:00:00+00
8678,WW145,1,Temperature - 00011,17,C,,2018/10/14 00:00:00+00
8679,WW145,6.7,Temperature - 00011,17,C,,2018/10/14 00:00:00+00
8680,WW454,1,Alkalinity - 00410,25.45,mg/l,,2018/05/03 00:00:00+00
8681,WW454,1,Chloride - 00940,130,mg/l,,2018/05/03 00:00:00+00
8682,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7,ug/l,,2018/05/03 00:00:00+00
8683,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",2,,,2018/05/03 00:00:00+00
8684,WW454,0.5,Enterococci - 31639,6.2,MPN/100ml,,2018/05/03 00:00:00+00
8685,WW454,1,"Nitrate + Nitrite, Dissolved - 00631",0.705,mg/l,,2018/05/03 00:00:00+00
8686,WW454,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,ug/l,,2018/05/03 00:00:00+00
8687,WW454,1,"Nitrogen, Total (unfiltered) - 00600",1.14,ug/l,,2018/05/03 00:00:00+00
8688,WW454,1,pH - 00400,7.07,S.U.,,2018/05/03 00:00:00+00
8689,WW454,1,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/05/03 00:00:00+00
8690,WW454,1,"Phosphorus, Total - 00665",47,ug/l,,2018/05/03 00:00:00+00
8691,WW454,,Secchi Depth - 00069,1.1,,,2018/05/03 00:00:00+00
8692,WW454,0.1,Temperature - 00011,19,C,,2018/05/03 00:00:00+00
8693,WW454,1,Temperature - 00011,18.7,C,,2018/05/03 00:00:00+00
8694,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.8,,,2018/05/10 00:00:00+00
8695,WW454,,Secchi Depth - 00069,1.12,,,2018/05/10 00:00:00+00
8696,WW454,0.1,Temperature - 00011,20.2,C,,2018/05/10 00:00:00+00
8697,WW454,1,Temperature - 00011,19.7,C,,2018/05/10 00:00:00+00
8698,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.7,ug/l,,2018/05/18 00:00:00+00
8699,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.9,,,2018/05/18 00:00:00+00
8700,WW454,,Secchi Depth - 00069,1.07,,,2018/05/18 00:00:00+00
8701,WW454,0.1,Temperature - 00011,18.7,C,,2018/05/18 00:00:00+00
8702,WW454,1,Temperature - 00011,18.7,C,,2018/05/18 00:00:00+00
8703,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.85,,,2018/05/24 00:00:00+00
8704,WW454,,Secchi Depth - 00069,1.4,,,2018/05/24 00:00:00+00
8705,WW454,0.1,Temperature - 00011,20,C,,2018/05/24 00:00:00+00
8706,WW454,1,Temperature - 00011,20.3,C,,2018/05/24 00:00:00+00
8707,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",24,ug/l,,2018/05/31 00:00:00+00
8708,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.9,,,2018/05/31 00:00:00+00
8709,WW454,,Secchi Depth - 00069,1.31,,,2018/05/31 00:00:00+00
8710,WW454,0.1,Temperature - 00011,22.8,C,,2018/05/31 00:00:00+00
8711,WW454,1,Temperature - 00011,22.8,C,,2018/05/31 00:00:00+00
8712,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.1,ug/l,,2018/06/07 00:00:00+00
8713,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.95,,,2018/06/07 00:00:00+00
8714,WW454,,Secchi Depth - 00069,1.31,,,2018/06/07 00:00:00+00
8715,WW454,0.1,Temperature - 00011,18.6,C,,2018/06/07 00:00:00+00
8716,WW454,1,Temperature - 00011,18.6,C,,2018/06/07 00:00:00+00
8717,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.8,,,2018/06/14 00:00:00+00
8718,WW454,,Secchi Depth - 00069,1.34,,,2018/06/14 00:00:00+00
8719,WW454,0.1,Temperature - 00011,20.8,C,,2018/06/14 00:00:00+00
8720,WW454,1,Temperature - 00011,21.4,C,,2018/06/14 00:00:00+00
8721,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.8,ug/l,,2018/06/22 00:00:00+00
8722,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.8,,,2018/06/22 00:00:00+00
8723,WW454,,Secchi Depth - 00069,1.56,,,2018/06/22 00:00:00+00
8724,WW454,0.1,Temperature - 00011,24.6,C,,2018/06/22 00:00:00+00
8725,WW454,1,Temperature - 00011,24.8,C,,2018/06/22 00:00:00+00
8726,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.9,ug/l,,2018/06/29 00:00:00+00
8727,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.75,,,2018/06/29 00:00:00+00
8728,WW454,,Secchi Depth - 00069,1.17,,,2018/06/29 00:00:00+00
8729,WW454,0.1,Temperature - 00011,23,C,,2018/06/29 00:00:00+00
8730,WW454,1,Temperature - 00011,21.8,C,,2018/06/29 00:00:00+00
8731,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.9,ug/l,,2018/07/05 00:00:00+00
8732,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.65,,,2018/07/05 00:00:00+00
8733,WW454,,Secchi Depth - 00069,1.23,,,2018/07/05 00:00:00+00
8734,WW454,0.1,Temperature - 00011,30.8,C,,2018/07/05 00:00:00+00
8735,WW454,1,Temperature - 00011,30.6,C,,2018/07/05 00:00:00+00
8736,WW454,1,Alkalinity - 00410,43.27,mg/l,,2018/07/13 00:00:00+00
8737,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.1,ug/l,,2018/07/13 00:00:00+00
8738,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",46.7,ug/l,,2018/07/13 00:00:00+00
8739,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.6,,,2018/07/13 00:00:00+00
8740,WW454,0.5,Enterococci - 31639,0.4,MPN/100ml,,2018/07/13 00:00:00+00
8741,WW454,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/13 00:00:00+00
8742,WW454,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/07/13 00:00:00+00
8743,WW454,1,"Nitrogen, Total (unfiltered) - 00600",0.985,ug/l,,2018/07/13 00:00:00+00
8744,WW454,1,pH - 00400,7.32,S.U.,,2018/07/13 00:00:00+00
8745,WW454,1,"Phosphorus, Dissolved - 00666",23,ug/l,,2018/07/13 00:00:00+00
8746,WW454,1,"Phosphorus, Total - 00665",98,ug/l,,2018/07/13 00:00:00+00
8747,WW454,,Secchi Depth - 00069,0.86,,,2018/07/13 00:00:00+00
8748,WW454,0.1,Temperature - 00011,25.9,C,,2018/07/13 00:00:00+00
8749,WW454,1,Temperature - 00011,25.8,C,,2018/07/13 00:00:00+00
8750,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/07/19 00:00:00+00
8751,WW454,,Secchi Depth - 00069,1.24,,,2018/07/19 00:00:00+00
8752,WW454,0.1,Temperature - 00011,25.7,C,,2018/07/19 00:00:00+00
8753,WW454,1,Temperature - 00011,26.2,C,,2018/07/19 00:00:00+00
8754,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",49,ug/l,,2018/07/26 00:00:00+00
8755,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.75,,,2018/07/26 00:00:00+00
8756,WW454,,Secchi Depth - 00069,0.9,,,2018/07/26 00:00:00+00
8757,WW454,0.1,Temperature - 00011,25.5,C,,2018/07/26 00:00:00+00
8758,WW454,1,Temperature - 00011,25.6,C,,2018/07/26 00:00:00+00
8759,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/08/02 00:00:00+00
